관리번호,제목,소관부서,시행일,시행여부,첨부파일명,첨부파일링크,담당부서,담당팀,담당자,자료문의,상세본문내용
감2017-11020,개인신용정보 보호실태 자체점검 매뉴얼 발간 및 배포 안내,디지털금융감독국,20171117,폐지,(붙임) 개인신용정보 보호실태 자체점검 매뉴얼.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2160256_20171117151904902_0.hwp&filere=%28%EB%B6%99%EC%9E%84%29+%EA%B0%9C%EC%9D%B8%EC%8B%A0%EC%9A%A9%EC%A0%95%EB%B3%B4+%EB%B3%B4%ED%98%B8%EC%8B%A4%ED%83%9C+%EC%9E%90%EC%B2%B4%EC%A0%90%EA%B2%80+%EB%A7%A4%EB%89%B4%EC%96%BC.hwp,디지털금융감독국,디지털금융감독국 금융데이터보호팀,황지선 선임검사역,02-3145-7156,"1.관련근거 - 금융규제 운영규정 제16조

2.금감원은 금융회사의 개인신용정보 보호 자율규제 역량 강화를 위해 금융회사가 「신용정보의 이용 및 보호에 관한 법률」에 따른 준수 필요사항을 정확히 이해하고 법상 의무이행 여부를 효과적으로 점검할 수 있도록 「개인신용정보 보호실태 자체점검 매뉴얼」을 붙임과 같이 배포하오니 관련 업무 수행에 활용하여 주시기 바랍니다.


- 아  래 -

- [관리번호] 감2017-11020
-[지도목적]금융회사의 개인신용정보 보호실태 자체점검 및 취약점 보완 등의 자율규제 활동 지원을 통해 금융업권 전반의 개인신용정보 보호 수준을 향상시키는 한편, 개인신용정보 유출 및 오·남용에 대한 금융소비자의 불안감 해소
- [지도내용] 붙임 참조
- [관련법령] 신용정보의 이용 및 보호에 관한 법률
- [내부경영사항 관련] 해당 없음"
감2017-41004,보험설계사 모집 시 유의사항,보험감독국,20170810,시행중,공문_보험설계사 모집 시 유의사항.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2220753_20220427172218052_0.hwp&filere=%EA%B3%B5%EB%AC%B8_%EB%B3%B4%ED%97%98%EC%84%A4%EA%B3%84%EC%82%AC+%EB%AA%A8%EC%A7%91+%EC%8B%9C+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD.hwp,보험감독국,보험제도팀,신창욱 선임조사역,02-3145-7478,"1. 그간 수차례에 걸친 우리원의 유의사항 안내에도 불구하고 금년 상반기에 모 보험회사에서 취업준비생을 대상으로 보험설계사를 모집하면서 ‘인턴’, ‘채용’ 등 보험설계사와 무관한 용어를 사용하여 일부 구직자의 오해를 불러일으킨 사례가 보도*되어 보험업계의 신뢰를 크게 훼손한 바 있습니다. 

     * JTBC('17.1.31.), '금융인턴 모집한다더니...보험설계사 충원 꼼수‘
       MBC('17.3.5.), '만만한게 취준생? 낚시 채용에 두 번 우는 취준생‘

             2. 이와 관련하여 고용노동부에서도 직업안정법 제34조에 해당하는 거짓구인광고라고 단정지을 수는 없으나 구직자들에게 혼란을 줄 수 있다는 입장입니다(참고자료). 

             3. 향후 보험설계사 모집 시에는 ‘보험업법상 보험설계사를 모집하는 것으로 정규 또는 비정규 직원채용과는 무관’하다는 내용을 본문 글자와 유사한 크기로 눈에 잘 띄는 색을 사용하여 광고문안 등에 기재하는 등 금번 건과 같은 불미스러운 사례가 재발되지 않도록 각별히 유의하시기 바랍니다. 


            - 아 래 -          
 
  - [관리번호] 감2017-41004
  - [감독행정목적] 보험설계사 모집 관련 허위광고를 근절하여 보험업계의 신뢰 훼손·구직자들의 혼란 야기를 방지
  - [감독행정내용] 보험설계사 모집시 정규 또는 비정규 직원 채용으로 오인케 하는 사례가 재발되지 않도록 유의
  - [관련법령] 직업안정법 제34조
  - [내부경영사항 관련] 해당 없음"
감2017-11018,대출빙자형 보이스피싱 피해 방지 관련 유의사항,불법금융대응단,20170619,폐지,붙임. 대출빙자형 보이스피싱 피해 방지 관련 유의사항 안내 1부.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20170619203933428_0.hwp&filere=%EB%B6%99%EC%9E%84.+%EB%8C%80%EC%B6%9C%EB%B9%99%EC%9E%90%ED%98%95+%EB%B3%B4%EC%9D%B4%EC%8A%A4%ED%94%BC%EC%8B%B1+%ED%94%BC%ED%95%B4+%EB%B0%A9%EC%A7%80+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4+1%EB%B6%80.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. 관련근거        - 「금융규제 운영규정」 제16조

      2. 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2(전기통신금융사기에 대한 대응 등) 등에 따라 붙임과 같이 대출빙자형 보이스피싱 피해 방지 관련 유의사항을 안내하오니 관련 업무 수행에 만전을 기하여 주시기 바랍니다.
 
-  아    래  -
         - [관리번호] 감2017-11018
         - [지도목적] 전기통신금융사기 발생 방지
         - [지도내용] 붙임 참조
         - [관련법령] 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2 및 동법 시행령 제2조의2
         - [내부경영사항 관련] 해당 없음

붙임 : 대출빙자형 보이스피싱 피해 방지 관련 유의사항 안내 1부.  끝."
감2017-11013,동일인 다수계좌개설 관련 내부통제 강화 요청,불법금융대응단,20170619,폐지,붙임. 동일인 다수계좌개설 관련 내부통제 강화 요청 1부.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20170620175626637_0.hwp&filere=%EB%B6%99%EC%9E%84.+%EB%8F%99%EC%9D%BC%EC%9D%B8+%EB%8B%A4%EC%88%98%EA%B3%84%EC%A2%8C%EA%B0%9C%EC%84%A4+%EA%B4%80%EB%A0%A8+%EB%82%B4%EB%B6%80%ED%86%B5%EC%A0%9C+%EA%B0%95%ED%99%94+%EC%9A%94%EC%B2%AD+1%EB%B6%80.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. 관련근거        - 「금융규제 운영규정」 제16조

      2. 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2(전기통신금융사기에 대한 대응 등) 등에 따라 붙임과 같이 동일인 다수계좌개설 관련 유의사항을 안내하오니 관련 업무 수행에 만전을 기하여 주시기 바랍니다.


-  아    래  -
         - [관리번호] 감2017-11013
         - [지도목적] 전기통신금융사기 발생 방지
         - [지도내용] 붙임참조
         - [유효기간] 해당사항 없음
         - [관련법령] 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2 및 동법 시행령 제2조의2
         - [내부경영사항 관련] 해당 없음


붙임 : 동일인 다수계좌개설 관련 내부통제 강화 요청 1부.  끝."
감2017-11016,전기통신금융사기에 이용된 전화번호 이용중지 신고양식 변경,불법금융대응단,20170619,폐지,붙임1. 전기통신금융사기에 이용된 전화번호 이용중지 신고 양식 변경 1부.hwp | 붙임2. 변경된 전기통신금융사기 전화번호 신고 양식 1부.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20170620181533557_0.hwp&filere=%EB%B6%99%EC%9E%841.+%EC%A0%84%EA%B8%B0%ED%86%B5%EC%8B%A0%EA%B8%88%EC%9C%B5%EC%82%AC%EA%B8%B0%EC%97%90+%EC%9D%B4%EC%9A%A9%EB%90%9C+%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8+%EC%9D%B4%EC%9A%A9%EC%A4%91%EC%A7%80+%EC%8B%A0%EA%B3%A0+%EC%96%91%EC%8B%9D+%EB%B3%80%EA%B2%BD+1%EB%B6%80.hwp | https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20170620181533571_1.hwp&filere=%EB%B6%99%EC%9E%842.+%EB%B3%80%EA%B2%BD%EB%90%9C+%EC%A0%84%EA%B8%B0%ED%86%B5%EC%8B%A0%EA%B8%88%EC%9C%B5%EC%82%AC%EA%B8%B0+%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8+%EC%8B%A0%EA%B3%A0+%EC%96%91%EC%8B%9D+1%EB%B6%80.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. 관련근거        - 「금융규제 운영규정」 제16조

      2. “전기통신 금융사기 전화번호 신고 양식”을 <붙임2>와 같이 일부 변경*하였으니 전기통신금융사기 피해자가 수정된 양식에 따라 신고할 수 있도록 귀행(사)의 적극적인 협조를 부탁드립니다.

 * 보이스피싱 사기범이 사기전화 시도시 대부분 발신전화번호와 수신전화번호를 별도로 운용하는 점을 감안하여 ‘피해자가 문자메시지를 받은 후 사기범에게 전화를 건 번호’를 추가 기재하도록 양식 변경

      3. 아울러 본 건 문서를 「금융규제 운영규정」 제16조에 따라 아래와 같이 감독행정으로 등록하였음을 알려드립니다.

-  아    래  -
         - [관리번호] 감2017-11016
         - [지도목적] 전기통신금융사기 발생 방지
         - [지도내용] 붙임 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2 및 동법 시행령 제2조의2
         - [내부경영사항 관련] 해당 없음

붙임 1. 전기통신금융사기에 이용된 전화번호 이용중지 신고양식 변경(’16.12.28. 시행) 1부.
     2. 변경된 전기통신금융사기 전화번호 신고 양식(’17.7.3. 시행) 1부.  끝."
감2017-11015,외국인을 이용한 대포통장 개설 사건 발생에 따른 유의사항 안내,불법금융대응단,20170619,폐지,붙임. 외국인을 이용한 대포통장 개설 사건 발생에 따른 유의사항 안내 1부.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20170620181741291_0.hwp&filere=%EB%B6%99%EC%9E%84.+%EC%99%B8%EA%B5%AD%EC%9D%B8%EC%9D%84+%EC%9D%B4%EC%9A%A9%ED%95%9C+%EB%8C%80%ED%8F%AC%ED%86%B5%EC%9E%A5+%EA%B0%9C%EC%84%A4+%EC%82%AC%EA%B1%B4+%EB%B0%9C%EC%83%9D%EC%97%90+%EB%94%B0%EB%A5%B8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4+1%EB%B6%80.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. 관련근거        - 「금융규제 운영규정」 제16조 

      2. 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2(전기통신금융사기에 대한 대응 등) 등에 따라 붙임과 같이 외국인을 이용한 대포통장 개설 사건 발생에 따른 유의사항을 안내하오니 관련 업무 수행에 만전을 기하여 주시기 바랍니다.

-  아    래  -
         - [관리번호] 감2017-11015
         - [지도목적] 전기통신금융사기 발생 방지
         - [지도내용] 붙임 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2 및 동법 시행령 제2조의2
         - [내부경영사항 관련] 해당 없음


붙임 : 외국인을 이용한 대포통장 개설 사건 발생에 따른 유의사항 안내 1부.  끝."
감2017-41003,아파트 입주민에 대한 구내치료비 보험금 지급시 유의사항 안내,보험감독국,20170612,폐지,감독행정 내용.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2140175_20170612134347407_0.hwp&filere=%EA%B0%90%EB%8F%85%ED%96%89%EC%A0%95+%EB%82%B4%EC%9A%A9.hwp,보험감독국,특수보험2팀,최영석 팀장,02-3145-7464,"1. 관련근거 - 「금융규제 운영규정」 제16조

      2.「보험업법」제127조의3(기초서류 기재사항 준수의무) 등에 따라 아파트 입주민에 대한 구내치료비 보험금 지급이 누락되지 않도록 관련업무 수행에 만전을 기하여 주시기 바랍니다.

-  아    래  -
         - [관리번호] 감2017-41003
         - [지도목적] 아파트 입주민에 대한 구내치료비 보험금 지급 철저
         - [지도내용] 붙임 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 보험업법 제127조의3
         - [내부경영사항 관련] 해당 없음

         - [폐지일자] 2024.08.30
         - [폐지사유] 감독행정 이행 완료에 따른 폐지. 끝."
감2017-33002,회계기준서 도입 자문용역 의뢰 및 수행시 유의사항,감사인감리실,20170609,폐지,(붙임) 사례별 자문용역 수행 가능 여부.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2190527_20210629093934947_0.hwp&filere=%28%EB%B6%99%EC%9E%84%29+%EC%82%AC%EB%A1%80%EB%B3%84+%EC%9E%90%EB%AC%B8%EC%9A%A9%EC%97%AD+%EC%88%98%ED%96%89+%EA%B0%80%EB%8A%A5+%EC%97%AC%EB%B6%80.hwp,감사인감리실,감사인감리총괄팀,이은솔 선임조사역,02-3145-7868,"1. 관련근거 - 「금융규제 운영규정」제16조
 
2.「주식회사 등의 외부감사에 관한 법률」제6조에 따르면, 감사인은 감사대상 재무제표 작성과 관련된 회계처리 자문용역을 제공할 수 없습니다.

3. 이와 관련하여 향후 적용이 예정된 기업회계기준서 제1109호 및 제1115호 등에 대한 기준서 도입 자문용역을 감사인이 수행할 경우, 감사인이 회사의 재무제표 작성에 직·간접적으로 관여*하는 자기검토위협이 발생하는 바,「주식회사 등의 외부감사에 관한 법률」에서 금지하고 있는 회계처리 자문행위에 해당할 소지가 있으므로 주의를 기울일 필요가 있습니다.

  * 기준서 도입 자문용역의 재무제표 작성 관여 예시

   - 기준서 영향분석과정에서 회사의 회계처리 및 관련시스템 변경이 필요한 부분을 구분함으로써 재무제표 작성방향을 제시
   - 회계정책 수립과정에서 도입예정 기준서 관련 회계처리방법 결정에 관여
   - 업무·전산구축 지원과정에서 회계사건이 재무제표에 반영되는 절차를 제시하는 등 재무정보 체계 및 회계 근거기록 작성을 지원
   - 공시정보 지원과정에서 주석을 포함한 공시 재무제표를 작성·검증 

4. 따라서, (붙임)과 같이 사례별 자문용역 수행 가능여부를 안내해 드리오니, 감사인 또는 회사가 신규기준서 도입 자문용역을 제공 또는 의뢰하고자 하는 경우, 상기와 같은「주식회사 등의 외부감사에 관한 법률」위반 소지를 고려하여 업무를 수행·의뢰하여 주시기 바랍니다.

<아 래>
- [관리번호] 감2017-33002
- [지도목적] 회계기준서 도입 자문용역 의뢰 및 수행시 독립성 확인 안내
- [지도내용] 붙임 참조
- [유효기간] 해당 사항 없음
- [관련법령] 주식회사 등의 외부감사에 관한 법률 제6조
- [내부경영사항 관련] 해당 사항 없음

 [폐지 일자] 2024.06.21.
 [폐지 사유] 관련 회계기준서 도입* 후 장기간이 경과 되어 감독행정 유지 불요. 끝.
 
 * 제1109호('18.2.28.), 제1115호('18.10.26.)
    

- [폐지일자] 2024년 06월 21일"
감2017-11007,전자금융사고보고 기준 관련 유의사항 안내,디지털금융검사국,20170601,폐지,170407 전자금융사고보고 관련 유의사항 안내(금융회사 배포)_d13_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2140951_20170526151555265_0.hwp&filere=170407+%EC%A0%84%EC%9E%90%EA%B8%88%EC%9C%B5%EC%82%AC%EA%B3%A0%EB%B3%B4%EA%B3%A0+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4%28%EA%B8%88%EC%9C%B5%ED%9A%8C%EC%82%AC+%EB%B0%B0%ED%8F%AC%29_d13_FN.hwp,디지털금융검사국,디지털금융검사국 검사기획팀,박규도 검사역,02-3145-7335,"1. 관련근거
    - 「금융규제 운영규정」제16조


2. 전자금융사고보고 기준과 관련하여 아래와 같이 유의사항을 통보하오니, 동 유의사항을 참고하여 전자금융사고 보고를 철저히 이행하여 주시기 바랍니다.

                                            - 아   래  -
      -[관리번호] 감2017-11007
      -[지도목적] 금융회사 및 전자금융업자의 전자금융사고보고 제도에 대한 이해도를 제고하고 규정을 준수하도록 안내·지도함으로써 전자금융거래의 안전성과 신뢰성을 확보할 수 있는 환경을 마련하고자 함
       -[지도내용] 붙임 참조
       -[관련법령] 「전자금융감독규정」제73조
       -[내부경영사항 관련] 해당 없음


붙임 : 전자금융사고보고 관련 유의사항 1부.  끝"
감2017-11006,전자금융감독규정 해설,디지털금융감독국,20170524,폐지,전자금융감독규정_해설_FN.pdf,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2140727_20170519174033031_0.pdf&filere=%EC%A0%84%EC%9E%90%EA%B8%88%EC%9C%B5%EA%B0%90%EB%8F%85%EA%B7%9C%EC%A0%95_%ED%95%B4%EC%84%A4_FN.pdf,디지털금융감독국,디지털금융감독국 디지털금융총괄팀,이준호 선임검사역,02-3145-7124,"1. 관련근거
           - 「금융규제 운영규정 제16조」

          2. 금융회사 및 전자금융업자의 IT 운영업무의 효율성을 도모하고, 전자금융감독과 관련한 이해를 돕기 위하여 ’09.12월 발간한 「전자금융감독규정 해설서」의 내용이 그 간 수차례 개정된 현행 규정과 내용이 상이하여, 아래와 같이 「전자금융감독규정 해설서 개정판」을 송부하오니 향후 관련 업무 수행에 참고해주시기 바랍니다. 
  
- 아   래  -

 - [관리번호] 감2017-11006
 - [지도목적] 금융회사의 전자금융감독규정에 관한 이해도를 제고하고 자체적으로 규정을 준수하도록 안내ㆍ지도함으로써 전자금융거래의 신뢰성을 제고할 수 있는 환경을 마련하고자 함
 - [지도내용] 붙임 참조
 - [현 담당자] 디지털금융감독국 이준호 조사역
 - [관련법령] 「전자금융거래법」
 - [내부경영사항 관련] 해당 없음"
감2017-21002,은행이용자 보호를 위한 유의사항 송부,은행감독국,20170512,폐지,붙임1_금리인하요구권 관련사항.hwp | 붙임2_고령자 해피콜 관련사항.hwp | 붙임3_모바일뱅크 관련사항.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020020_20170518112543663_0.hwp&filere=%EB%B6%99%EC%9E%841_%EA%B8%88%EB%A6%AC%EC%9D%B8%ED%95%98%EC%9A%94%EA%B5%AC%EA%B6%8C+%EA%B4%80%EB%A0%A8%EC%82%AC%ED%95%AD.hwp | https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020020_20170518112543673_1.hwp&filere=%EB%B6%99%EC%9E%842_%EA%B3%A0%EB%A0%B9%EC%9E%90+%ED%95%B4%ED%94%BC%EC%BD%9C+%EA%B4%80%EB%A0%A8%EC%82%AC%ED%95%AD.hwp | https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020020_20170518112543684_2.hwp&filere=%EB%B6%99%EC%9E%843_%EB%AA%A8%EB%B0%94%EC%9D%BC%EB%B1%85%ED%81%AC+%EA%B4%80%EB%A0%A8%EC%82%AC%ED%95%AD.hwp,은행감독국,은행감독국 은행제도팀,김성준 선임조사역,02-3145-8032,"우리원 소비자보호실무협의회(’17.4.13.)에서 논의된 사항(붙임 1, 붙임 2) 및 한국소비자원 조사결과(붙임 3)를 붙임과 같이 송부하오니, 귀 은행의 은행이용자 보호 업무에 참고하시기 바랍니다.

                                -  아    래  -
         - [관리번호] 감2017-21002  
         - [지도목적] 은행이용자 보호 관련 유의사항 등 송부
         - [지도내용] 붙임 참조
         - [관련법령] 은행법 제52조의2 제2항 및 제3항
         - [내부경영사항 관련] 해당 없음"
감2017-21001,"여신심사 선진화 가이드라인 개정(전국은행연합회, '16.12.13.) 관련 금융소비자 안내 강화",은행감독국,20170512,폐지,"여신심사 선진화 가이드라인 개정(전국은행연합회, '16.12.13.) 관련 금융소비자 안내 강화.hwp",https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2200188_20210630113225895_0.hwp&filere=%EC%97%AC%EC%8B%A0%EC%8B%AC%EC%82%AC+%EC%84%A0%EC%A7%84%ED%99%94+%EA%B0%80%EC%9D%B4%EB%93%9C%EB%9D%BC%EC%9D%B8+%EA%B0%9C%EC%A0%95%28%EC%A0%84%EA%B5%AD%EC%9D%80%ED%96%89%EC%97%B0%ED%95%A9%ED%9A%8C%2C+%2716.12.13.%29+%EA%B4%80%EB%A0%A8+%EA%B8%88%EC%9C%B5%EC%86%8C%EB%B9%84%EC%9E%90+%EC%95%88%EB%82%B4+%EA%B0%95%ED%99%94.hwp,은행감독국,가계신용분석팀,김성우 선임조사역,02-3145-8048,"1. 관련근거
            - 은행법 제52조의3, 은행법 시행령 제24조의5, 은행업감독규정 제89조 제9항 및 금융규제 운영규정 제16조

          2. 전국은행연합회는 2016.12.13일 여신심사 선진화를 위한 가이드라인을 개정하여 시행한다고 발표한바 있으며, 이는 ’17.1.1. 이후 입주자모집 공고되는 사업장의 집단 잔금대출에 대한 비거치식 분할상환 및 Stress DTI 적용, DSR 산출 및 활용, 주택담보대출에 대한 소득자료 확보 의무화 등을 주요내용으로 하고 있습니다. 

          3. 은행법 제52조의3, 은행법 시행령 제24조의5 및 은행업감독규정 제89조 제9항에 따라 은행이용자에게 적절한 정보와 자료를 제공하기 위하여, 여신심사 선진화 가이드라인 개정(전국은행연합회, '16.12.13.) 관련 금융소비자 안내 강화를 아래와 같이 시행하오니 향후 관련 업무 수행에 만전을 기하여 주시기 바랍니다. 

                                 - 아 래 - 
- [관리번호] : 감2017-21001
- [지도목적] : 대출조건 관련 중요 변경사항에 대한 금융소비자 안내를 강화
- [지도내용] : 집단대출(이주비, 중도금 및 잔금대출) 상품 광고물 제작 시 개정된 여신심사 선진화를 위한 가이드라인의 내용을 반영
- [관계법령] : 은행법 제52조의3, 은행법 시행령 제24조의5, 은행업감독규정 제89조 제9항 및 금융규제 운영규정 제 16조
- [내부경영사항 관련] : 해당 없음"
감2017-31002,자산운용사의 단기금융집합투자기구(MMF) 비상대응계획에 대한 보완 필요사항 통보,자산운용감독국,20170424,폐지,(붙임) 비상대응계획 관련 보완 필요사항F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2160288_20170424095851643_0.hwp&filere=%28%EB%B6%99%EC%9E%84%29+%EB%B9%84%EC%83%81%EB%8C%80%EC%9D%91%EA%B3%84%ED%9A%8D+%EA%B4%80%EB%A0%A8+%EB%B3%B4%EC%99%84+%ED%95%84%EC%9A%94%EC%82%AC%ED%95%ADF.hwp,자산운용감독국,자산운용감독국 자산운용총괄팀,최혜선 선임조사역,02-3145-6703,"1. 관련근거 - 「금융규제 운영규정」 제16조

2. MMF를 운용하는 자산운용사는 「자본시장과 금융투자업에 관한 법률 시행령」 제241조제2항제5호 및 「금융투자업규정」 제7-20조제2항제5호에 따라 MMF의 위험을 체계적으로 관리할 수 있도록 위험관리기준을 제정하고 이를 준수할 수 있는 내부통제제도를 갖추어야 하며, 이와 관련해 금융투자협회의 「표준MMF위험관리기준」에서는 위기단계별 비상대응계획의 수립을 권고하고 있습니다.

3. 우리원이 자산운용사의 MMF 위험관리 실태를 전수 점검한 결과, 위험발생시 비상대응계획을 수립하지 않거나 위기단계에 대한 정의 및 대응방안이 구체적이지 못하고 추상적으로 기술되어 있는 등 미흡한 사례가 다수 발견되었습니다.

4. 이에 ‘붙임’을 참고하여 MMF 비상대응계획을 구체적으로 수립·보완함으로써 실제 위기발생시 적기에 대응할 수 있도록 만전을 기하여 주시기 바랍니다.


- 아 래 -
- [관리번호] 감2017-31002
- [지도목적] 단기금융집합투자기구 비상대응계획 수립 및 보완
- [지도내용] 붙임 참조
- [유효기간] 해당사항 없음
- [관련법령] 자본시장과 금융투자업에 관한 법률 시행령, 금융투자업규정
- [내부경영사항 관련] 해당 없음"
감2017-13001,자동화기기 VAN사 CD/ATM기 보안취약점 개선 요청,디지털금융검사국,20170414,폐지,정보유출사고 관련 CDATM 보안취약점 개선필요사항.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2180604_20210614172028958_0.hwp&filere=%EC%A0%95%EB%B3%B4%EC%9C%A0%EC%B6%9C%EC%82%AC%EA%B3%A0+%EA%B4%80%EB%A0%A8+CDATM+%EB%B3%B4%EC%95%88%EC%B7%A8%EC%95%BD%EC%A0%90+%EA%B0%9C%EC%84%A0%ED%95%84%EC%9A%94%EC%82%AC%ED%95%AD.hwp,디지털금융검사국,디지털금융검사국 검사기획팀,이우람 팀장,02-3145-7426,"1. 항상 금융감독원 업무에 적극 협조하여 주신데 대해 감사드립니다.

          2. 최근 자동화기기 VAN사의 CD/ATM기에서 고객정보 유출 사고가 발생하여 자동화기기 VAN사에 대한 긴급 보안실태 현장점검을 실시하였습니다.

          3. 점검결과 나타난 보안취약점에 대해 신속한 개선 조치를 요청하오니, VAN사별 점검 주관 금융회사는 금번 사고원인과 관련된 사항(붙임 참조) 중 즉시 조치가 안된 보안취약점은 2개월 이내에 개선 완료*토록 조치하여 주시고

           * 불가피하게 완료일정이 미뤄지는 경우 전담 금융회사가 완료시까지 관리·통제 강화

            그밖에 보안 취약점에 대해서는 개선계획을 징구하여 이행완료 시 까지 보완여부를 점검하여 주시기 바랍니다.(사고원인 관련사항의 보안조치 완료여부는 6월중 재점검)
 
          4. 아울러, VAN사 CD/ATM기 서비스를 이용하고 있는 금융회사는 금융보안원과 협조하여 VAN사 CD/ATM기 공동 보안대책을 수립 운영하는데 만전을 기해 주시기 바랍니다.

          5. 향후 위탁 금융회사의 관리·감독 소홀(전자금융감독규정 제60조 위반 등)로 자동화기기 VAN사에서 IT보안사고 발생시 관련 규정에 따라 엄중한 책임을 부과할 계획이오니 이 점 양지하시기 바랍니다. 

붙 임 : 정보유출사고 관련 CD/ATM 보안취약점 개선필요사항 1부. 끝."
감2017-41002,질병수술보험금 지급시 유의사항 안내,보험감독국,20170413,폐지,170413_감독행정작용_붙임.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2080123_20170414110441675_0.hwp&filere=170413_%EA%B0%90%EB%8F%85%ED%96%89%EC%A0%95%EC%9E%91%EC%9A%A9_%EB%B6%99%EC%9E%84.hwp,보험감독국,특수보험2팀,최영석 팀장,02-3145-7464,"1. 관련근거        - 「금융규제 운영규정」 제16조

      2. 「보험업법」제127조의3(기초서류 기재사항 준수의무) 등에 따라 질병수술보험금 지급이 누락되지 않도록 관련업무 수행에 만전을 기하여 주시기 바랍니다.

-  아    래  -
         - [관리번호] 감2017-41002
         - [지도목적] 질병수술보험금 지급 철저
         - [지도내용] 붙임 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 보험업법 제127조의3
         - [내부경영사항 관련] 해당 없음

         - [폐지일자] 2024.08.30
         - [폐지사유] 감독행정 이행 완료에 따른 폐지. 끝."
감2017-41001,보험업 감독규정 시행(상품비교설명 제도 도입) 관련 유의사항 안내,보험감독국,20170309,폐지,,,보험감독국,보험감독국 보험제도팀,김도현 선임검사역,02-3145-7478,"1. 대형 법인보험대리점이 보험을 모집할 때 동종 또는 유사한 3개 이상의 보험상품(비교 가능한 상품이 3개 이상일 경우에는 3개 이상, 3개 미만일 경우에는 전 상품을 말하며, 비교대상 상품은 다른 보험회사의 상품을 말함)을 비교·설명토록 하는 보험업 감독규정(제4-11조 제1항, 별표 5의6)이 2017년 4월 1일부터 시행될 예정입니다. 

           2. 이와 관련하여 각 대형 법인보험대리점에서는 소비자 피해가 발생하지 않도록 필요한 조치를 취하는 등 제도시행 준비에 만전을 기하는 한편, 소비자가 상품비교를 위해 요구하는 정보를 즉시 제공할 수 있는 여건을 갖추는 등 규모에 맞는 역할과 책임을 다하여 주시기 바랍니다. 끝."
